"Name","State","Notes","User","Tags","Created","Runtime","Sweep","Average data transfer/epoch (MB): ","Average dismissal rate: ","PC: ","learning_rate","total_MegaFLOPS model","total_MegaFLOPS","total_MegaFLOPS_backprob","total_MegaFLOPS_encoder","total_MegaFLOPS_forward","autoencoder","batch_size","blending_factor","data_poisoning_method","data_poisoning_prob","detect_anomalies","detection_params.method","detection_params.pooling","detection_params.split","detection_scheduler","detection_similarity","detection_start","detection_tau","detection_tolerance","detection_window","label_flipping_prob","nr_clients","num_malicious","AUC_train","AUC_val.max","Accuracy_train","Accuracy_val.max","F1_val","Loss_val","dropout_threshold","AUC_test.max","AUPRC_test","AUPRC_test.max","AUPRC_train","AUPRC_val","AUPRC_val.max","Accuracy_det.min","Accuracy_test.max","F1_det","F1_det.max","F1_det.min","F1_test.max","F1_train","F1_val.max","FN_det","FN_det.min","FP_det","FP_det.min","Loss_test"
"scarlet-aardvark-701","finished","-","mohkoh","","2023-07-06T09:55:13.000Z","1021","","178.38920806666667","0","2","0.001","0","0","0","0","0","1","64","0","flat","0","true","similarity","average","knn_10_euclidean","false","cosine","0","0.5","3","5","0.75","10","4","0.8390578627586365","0.832746148109436","0.8100000023841858","0.8102872967720032","","0.4258624659931722","0.009315959345066686","0.8289356827735901","","0.6560989618301392","0.6708331108093262","","0.6651503443717957","","0.8062094449996948","","0.8","","0.5542528033256531","0.5551219582557678","0.5542528033256531","","0","","0","0.4258624659931722"
