"step","lineKey","lineVal"
"0","client_0","0"
"1","client_0","0.9999999999999999"
"2","client_0","0.687370667754302"
"3","client_0","1"
"4","client_0","0.9999999999999999"
"5","client_0","1"
"6","client_0","0.9999999999999998"
"7","client_0","1"
"8","client_0","1"
"9","client_0","1"
"10","client_0","1"
"11","client_0","1"
"12","client_0","1"
"13","client_0","1"
"14","client_0","1"
"15","client_0","0.9999999999999999"
"16","client_0","0.9999999999999999"
"17","client_0","1"
"18","client_0","1"
"19","client_0","1"
"20","client_0","1"
"21","client_0","0.9349946803843048"
"22","client_0","0.9662825207325332"
"23","client_0","0.9805684788987925"
"24","client_0","0.9841235472852199"
"25","client_0","0.9890790140395147"
"26","client_0","0.9788654522101602"
"27","client_0","0.989966321402814"
"28","client_0","0.9841198458668672"
"29","client_0","0.998810394764102"
"0","client_1","5.165325689253329e-137"
"1","client_1","0.03411462375888131"
"2","client_1","0.5904765886206282"
"3","client_1","0.9419191910855577"
"0","client_2","9.181921974188095e-101"
"1","client_2","0.2658880928599164"
"2","client_2","0.590301096021327"
"3","client_2","1"
"0","client_3","0.06637096458074243"
"1","client_3","0.7134419849797977"
"2","client_3","0.647721847078281"
"3","client_3","0.3906184315111667"
"0","client_4","1"
"1","client_4","0.00022832785046077904"
"2","client_4","0.07054478645587109"
"3","client_4","0.6054579939805663"
"0","client_5","0.9999999999999996"
"1","client_5","0.9391378845712826"
"2","client_5","1"
"3","client_5","0.3605220866905801"
"4","client_5","0.6907451240695456"
"5","client_5","0.6298417934180276"
"6","client_5","0.6336212582734035"
"7","client_5","0.6379195485960897"
"8","client_5","0.6190753841593878"
"9","client_5","0.5280145296929442"
"10","client_5","0.500324126533239"
"11","client_5","0.5758917862584338"
"12","client_5","0.6115769838343776"
"13","client_5","0.39716018696444694"
"14","client_5","0.45637689301285267"
"15","client_5","0.3026046920446498"
"16","client_5","0.33206588202419157"
"17","client_5","0.34799668594664096"
"18","client_5","0.24539637749537324"
"0","client_6","0.21260458784233527"
"1","client_6","0.7650826707373773"
"2","client_6","0.9061088681025604"
"3","client_6","0.5233582941987946"
"4","client_6","1"
"5","client_6","0.8807989931627072"
"6","client_6","0.8610157169438195"
"7","client_6","1"
"8","client_6","1"
"9","client_6","1"
"10","client_6","1"
"11","client_6","1"
"12","client_6","1"
"13","client_6","1"
"14","client_6","1"
"15","client_6","1"
"16","client_6","1"
"17","client_6","1"
"18","client_6","1"
"19","client_6","1"
"20","client_6","1"
"21","client_6","1"
"22","client_6","1"
"23","client_6","1"
"24","client_6","1"
"25","client_6","1"
"26","client_6","1"
"27","client_6","1"
"28","client_6","1"
"0","client_7","0.2564311010312803"
"1","client_7","0.4085267411638476"
"2","client_7","0.576081915438243"
"3","client_7","0.44346809910843377"
"0","client_8","0.22275209462801585"
"1","client_8","1"
"2","client_8","1"
"3","client_8","0.9054863523928688"
"4","client_8","0.7168174240767388"
"5","client_8","1"
"6","client_8","0.3932187039315766"
"7","client_8","0.37368851317551405"
"8","client_8","0.4845674664695274"
"9","client_8","0.7021213113260254"
"10","client_8","0.7226678207164722"
"11","client_8","0.7108129865795445"
"12","client_8","0.6972129619649702"
"13","client_8","0.7579718294420014"
"14","client_8","0.7340150337719764"
"15","client_8","0.8022578203135086"
"16","client_8","0.7843248929043162"
"17","client_8","0.762164583689429"
"18","client_8","0.7892574996102093"
"19","client_8","0.9999999999999998"
"20","client_8","0.9152421412935201"
"21","client_8","0.6944846880885197"
"22","client_8","0.8379594713302536"
"23","client_8","0.7656104910792465"
"24","client_8","0.6263071413186697"
"25","client_8","0.8820777886523722"
"26","client_8","0.629031997386534"
"27","client_8","0.6461577335944015"
"28","client_8","0.1032049653324012"
"0","client_9","0.2830490551760904"
"1","client_9","0.9555583776396309"
"2","client_9","0.3329648980780985"
"3","client_9","0.12169405992436741"
"4","client_9","0.12871547252038612"
"5","client_9","0.1551340428002037"
"6","client_9","0.6773563616707047"
