"step","lineKey","lineVal"
"0","client_0","0"
"1","client_0","1"
"2","client_0","0.43193705357087653"
"3","client_0","1"
"4","client_0","0.9999999999999999"
"5","client_0","0.5830048520359162"
"6","client_0","0.2592318501410738"
"7","client_0","0.5394095266175636"
"8","client_0","0.5108720470986474"
"9","client_0","0.7395437167327891"
"10","client_0","0.688680082213741"
"11","client_0","0.1821376135038356"
"12","client_0","0.8199321637297574"
"13","client_0","0.875637297616468"
"14","client_0","0.8981832487892343"
"15","client_0","0.908030347548846"
"16","client_0","0.9738728834962372"
"17","client_0","0.8674280232184278"
"18","client_0","0.9445550134988119"
"19","client_0","0.8938380625075073"
"20","client_0","0.9504741734895398"
"21","client_0","1"
"22","client_0","1"
"23","client_0","0.9549238877844566"
"24","client_0","0.9581389163497259"
"25","client_0","0.9943099665638822"
"26","client_0","0.951716055203475"
"27","client_0","0.9952892070424576"
"28","client_0","0.9755802125805896"
"29","client_0","0.9751723248943487"
"0","client_1","5.911739172455714e-218"
"1","client_1","1"
"2","client_1","1"
"3","client_1","1"
"4","client_1","1"
"5","client_1","1"
"6","client_1","0.9998231335109001"
"7","client_1","0.9906030470751783"
"8","client_1","0.9997377880076721"
"9","client_1","0.9679114100073805"
"10","client_1","0.9905556307726897"
"11","client_1","0.9993860170072653"
"12","client_1","0.9668237946180616"
"13","client_1","0.9604497022011522"
"14","client_1","0.9560450190700968"
"15","client_1","0.9161360622931108"
"16","client_1","0.8788932737578077"
"17","client_1","0.9744427892456723"
"18","client_1","0.8779646635624035"
"19","client_1","0.7398405170753576"
"20","client_1","0.8737674084335076"
"21","client_1","0.7108303157494164"
"22","client_1","0.8581059700902014"
"23","client_1","0.8926666968029665"
"24","client_1","0.8654415187694666"
"25","client_1","0.6390392445395083"
"26","client_1","0.9416053349964371"
"27","client_1","0.7571131201823241"
"28","client_1","0.8637609954722244"
"29","client_1","0.9408596717341053"
"0","client_2","5.406192800047092e-43"
"1","client_2","0.0032722830274078377"
"2","client_2","0.6567812144197541"
"3","client_2","0.4132303761333071"
"0","client_3","0.6249053291214474"
"1","client_3","0.9876071782896795"
"2","client_3","0.7114959383845076"
"3","client_3","0.8998728187251545"
"4","client_3","0.9831120368795578"
"5","client_3","0.9994324528398384"
"6","client_3","0.9942565669095329"
"7","client_3","0.9855111204547835"
"8","client_3","0.9613160359593749"
"9","client_3","0.9373310934492229"
"10","client_3","1"
"11","client_3","0.9999999999999999"
"12","client_3","1"
"13","client_3","1"
"14","client_3","1"
"15","client_3","0.9999999999999999"
"16","client_3","1"
"17","client_3","0.9999999999999996"
"18","client_3","0.9627196031034818"
"19","client_3","0.9738724294120298"
"20","client_3","0.8888732699840339"
"21","client_3","0.9092293368163461"
"22","client_3","0.95278909699336"
"23","client_3","0.8973223646569404"
"24","client_3","0.8485672039805381"
"25","client_3","0.8928118280729177"
"26","client_3","0.7845964336806603"
"27","client_3","0.8260621485633791"
"28","client_3","0.9252825858471908"
"0","client_4","1"
"1","client_4","0.3790435978889214"
"2","client_4","0.9651193638975785"
"3","client_4","0.7838056604489444"
"4","client_4","0.5642868041035468"
"5","client_4","0.08687247012070384"
"6","client_4","0.013227133686421852"
"7","client_4","0.04990028092841713"
"8","client_4","0.09370023648012302"
"9","client_4","0.2864819406762383"
"0","client_5","0.7231716622155194"
"1","client_5","0.8350460110415632"
"2","client_5","0.5147747358630669"
"3","client_5","0.6926808032495935"
"4","client_5","0.9148315382716621"
"5","client_5","0.935244779052778"
"6","client_5","0.9970391370088729"
"7","client_5","0.9853925530878573"
"8","client_5","0.980021792372602"
"9","client_5","0.976082876323435"
"10","client_5","0.9490095177626021"
"11","client_5","0.9958188458434823"
"12","client_5","0.9709379796495423"
"13","client_5","0.9635281343544293"
"14","client_5","0.9933073527225099"
