"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","Average data transfer/epoch (MB): ","Average dismissal rate: ","PC: ","autoencoder","batch_size","blending_factor","data_poisoning_method","data_poisoning_prob","detect_anomalies","detection_params.method","detection_params.pooling","detection_params.split","detection_scheduler","detection_similarity","detection_start","detection_tau","detection_tolerance","detection_window","label_flipping_prob","learning_rate","nr_clients","num_malicious","total_MegaFLOPS model","total_MegaFLOPS","total_MegaFLOPS_backprob","total_MegaFLOPS_encoder","total_MegaFLOPS_forward","AUC_test.max","AUC_train","AUC_val.max","AUPRC_test","AUPRC_test.max","AUPRC_train","AUPRC_val","AUPRC_val.max","Accuracy_det.min","Accuracy_test.max","Accuracy_train","Accuracy_val.max","F1_det","F1_det.min","F1_test.max","F1_train","F1_val","F1_val.max","FN_det","FN_det.min","FP_det","FP_det.min","Loss_test","Loss_val","dropout_threshold"
"cosmic-sweep-39","nfabjih4","finished","-","mohkoh","","2023-06-24T16:10:29.000Z","2568","eiatur2m","184.53423","0","2","","","1","sinusoidal","1","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","8","0","0","0","0","0","0.667235255241394","0.8895066380500793","0.6804072856903076","0.43350544571876526","","0.7671635746955872","0.43350544571876526","","","0.7579240202903748","0.8298958539962769","0.7594068646430969","","","0.1953173130750656","0.5881462693214417","","0.2724236845970154","","","","","0.5395201776520878","0.5395201776520878","0.009315959345066686"
"sparkling-sweep-38","nfabjih4","finished","-","mohkoh","","2023-06-24T15:27:30.000Z","2573","eiatur2m","184.53423006666665","0","2","","","1","sinusoidal","1","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","6","0","0","0","0","0","0.6866592168807983","0.9011152982711792","0.704948365688324","0.4594415426254273","","0.7902939319610596","0.4594415426254273","","","0.7607970237731934","0.8438541889190674","0.7619091868400574","","","0.2832546532154083","0.6381849050521851","","0.3871116042137146","","","","","0.5297701704765351","0.5297701704765351","0.009315959345066686"
"ruby-sweep-37","nfabjih4","finished","-","mohkoh","","2023-06-24T14:44:45.000Z","2569","eiatur2m","184.53423006666665","0","2","","","1","sinusoidal","1","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","4","0","0","0","0","0","0.8276331424713135","0.8064366579055786","0.8282108306884766","0.6602813005447388","","0.6096580028533936","0.6602813005447388","","","0.8077849745750427","0.7946875095367432","0.8110287189483643","","","0.5264840126037598","0.4931858777999878","","0.5414507985115051","","","","","0.4312354733728864","0.4312354733728864","0.009315959345066686"
"restful-sweep-36","nfabjih4","finished","-","mohkoh","","2023-06-24T14:01:52.000Z","2569","eiatur2m","184.53423","0","2","","","1","sinusoidal","1","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","2","0","0","0","0","0","0.8313543200492859","0.8202403783798218","0.8372242450714111","0.656681478023529","","0.6379287242889404","0.656681478023529","","","0.8092678189277649","0.8075000047683716","0.8139017820358276","","","0.5528031587600708","0.548828125","","0.5840164422988892","","","","","0.42495805163400246","0.42495805163400246","0.009315959345066686"
"morning-sweep-35","nfabjih4","finished","-","mohkoh","","2023-06-24T13:18:56.000Z","2570","eiatur2m","184.53423","0","2","","","1","sinusoidal","0.75","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","10","0","0","0","0","0","0.7994610071182251","0.8639854192733765","0.8013043999671936","0.5941627621650696","","0.7330434322357178","0.5941627621650696","","","0.7900834083557129","0.8245833516120911","0.7900834083557129","","","0.41578540205955505","0.5686475038528442","","0.4188641309738159","","","","","0.4711218056003935","0.4711218056003935","0.009315959345066686"
"gallant-sweep-34","nfabjih4","finished","-","mohkoh","","2023-06-24T12:36:06.000Z","2570","eiatur2m","184.53423006666665","0","2","","","1","sinusoidal","0.75","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","8","0","0","0","0","0","0.7976319789886475","0.8514944314956665","0.8078964948654175","0.6050028204917908","","0.7070875763893127","0.6050028204917908","","","0.7900834083557129","0.8187500238418579","0.7975903749465942","","","0.4136681258678436","0.5716395974159241","","0.47093021869659424","","","","","0.4669977194003071","0.4669977194003071","0.009315959345066686"
"earnest-sweep-33","nfabjih4","finished","-","mohkoh","","2023-06-24T11:53:21.000Z","2566","eiatur2m","184.53423","0","2","","","1","sinusoidal","0.75","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","6","0","0","0","0","0","0.8205326199531555","0.8630682229995728","0.8209941387176514","0.6427833437919617","","0.7253918051719666","0.6427833437919617","","","0.8059313893318176","0.8202083110809326","0.8067654967308044","","","0.5075259208679199","0.5769608020782471","","0.515596330165863","","","","","0.44113715474649606","0.44113715474649606","0.009315959345066686"
"earnest-sweep-32","nfabjih4","finished","-","mohkoh","","2023-06-24T11:10:34.000Z","2566","eiatur2m","184.53423","0","2","","","1","sinusoidal","0.75","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","4","0","0","0","0","0","0.827379584312439","0.8153175115585327","0.8401680588722229","0.6513708829879761","","0.6347777843475342","0.6513708829879761","","","0.8029657006263733","0.8011458516120911","0.8139017820358276","","","0.5376250147819519","0.5365380048751831","","0.5899572968482971","","","","","0.4281195839765718","0.4281195839765718","0.009315959345066686"
"cool-sweep-31","nfabjih4","finished","-","mohkoh","","2023-06-24T10:27:42.000Z","2567","eiatur2m","184.53423","0","2","","","1","sinusoidal","0.75","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","2","0","0","0","0","0","0.8273571729660034","0.8346551656723022","0.8319489359855652","0.6511678695678711","","0.6573880910873413","0.6511678695678711","","","0.806487500667572","0.8088541626930237","0.8101946115493774","","","0.5413005352020264","0.5592120885848999","","0.5563258528709412","","","","","0.4271891872214333","0.4271891872214333","0.009315959345066686"
"zesty-sweep-30","nfabjih4","finished","-","mohkoh","","2023-06-24T09:44:52.000Z","2569","eiatur2m","184.53423","0","2","","","1","sinusoidal","0.5","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","10","0","0","0","0","0","0.8216478824615479","0.8263140916824341","0.8343409299850464","0.6406030654907227","","0.6592115163803101","0.6406030654907227","","","0.8066728711128235","0.8037499785423279","0.8121408820152283","","","0.5135261416435242","0.5308764576911926","","0.5502105951309204","","","","","0.4403623450571707","0.4403623450571707","0.009315959345066686"
"smooth-sweep-29","nfabjih4","finished","-","mohkoh","","2023-06-24T09:02:12.000Z","2562","eiatur2m","184.53423","0","2","","","1","sinusoidal","0.5","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","8","0","0","0","0","0","0.8213919401168823","0.8340376615524292","0.8301801681518555","0.6448483467102051","","0.6749396920204163","0.6448483467102051","","","0.8036144375801086","0.8062499761581421","0.8103799819946289","","","0.5163204669952393","0.5310136675834656","","0.552409827709198","","","","","0.44081284982547486","0.44081284982547486","0.009315959345066686"
"worthy-sweep-28","nfabjih4","finished","-","mohkoh","","2023-06-24T08:19:23.000Z","2562","eiatur2m","184.53423006666665","0","2","","","1","sinusoidal","0.5","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","6","0","0","0","0","0","0.8359701633453369","0.8521168231964111","0.8382121324539185","0.6676066517829895","","0.7012226581573486","0.6676066517829895","","","0.8105653524398804","0.8172916769981384","0.8150138854980469","","","0.5348201990127563","0.5771456360816956","","0.5726404786109924","","","","","0.423426626632962","0.423426626632962","0.009315959345066686"
"colorful-sweep-27","nfabjih4","finished","-","mohkoh","","2023-06-24T07:36:31.000Z","2565","eiatur2m","184.53423013333332","0","2","","","1","sinusoidal","0.5","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","4","0","0","0","0","0","0.8381698727607727","0.8412965536117554","0.8441095352172852","0.6700294017791748","","0.6759791970252991","0.6700294017791748","","","0.8175162076950073","0.8152083158493042","0.8227989077568054","","","0.5818645358085632","0.5739672780036926","","0.6069079041481018","","","","","0.41804691463066673","0.41804691463066673","0.009315959345066686"
"sparkling-sweep-26","nfabjih4","finished","-","mohkoh","","2023-06-24T06:53:49.000Z","2565","eiatur2m","184.53423","0","2","","","1","sinusoidal","0.5","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","2","0","0","0","0","0","0.8383759260177612","0.825596809387207","0.8448245525360107","0.6659678220748901","","0.6485229730606079","0.6659678220748901","","","0.8158479928970337","0.8071874976158142","0.8174235224723816","","","0.5773240327835083","0.5510550737380981","","0.6038869619369507","","","","","0.4163789888330429","0.4163789888330429","0.009315959345066686"
"sweepy-sweep-25","nfabjih4","finished","-","mohkoh","","2023-06-24T06:11:00.000Z","2566","eiatur2m","184.53423","0","2","","","1","sinusoidal","0.25","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","10","0","0","0","0","0","0.8314986824989319","0.8264867663383484","0.8393052220344543","0.6597509980201721","","0.6501402258872986","0.6597509980201721","","","0.8101946115493774","0.8063541650772095","0.8129749894142151","","","0.5467021465301514","0.5408743023872375","","0.5713683366775513","","","","","0.4250620726754982","0.4250620726754982","0.009315959345066686"
"grateful-sweep-24","nfabjih4","finished","-","mohkoh","","2023-06-24T05:28:14.000Z","2567","eiatur2m","184.53423006666665","0","2","","","1","sinusoidal","0.25","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","8","0","0","0","0","0","0.8330917358398438","0.8262239694595337","0.8442929983139038","0.6644132137298584","","0.6498270034790039","0.6644132137298584","","","0.8070435523986816","0.8089583516120911","0.8209453225135803","","","0.5660692453384399","0.5582851767539978","","0.5961538553237915","","","","","0.420717484042207","0.420717484042207","0.009315959345066686"
"drawn-sweep-23","nfabjih4","finished","-","mohkoh","","2023-06-24T04:45:29.000Z","2566","eiatur2m","184.5342302","0","2","","","1","sinusoidal","0.25","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","6","0","0","0","0","0","0.8401353359222412","0.8320433497428894","0.8496874570846558","0.6721746921539307","","0.6530791521072388","0.6721746921539307","","","0.8138090968132019","0.8125","0.8231695890426636","","","0.580146312713623","0.5716325640678406","","0.6089730858802795","","","","","0.4136849340826106","0.4136849340826106","0.009315959345066686"
"glad-sweep-22","nfabjih4","finished","-","mohkoh","","2023-06-24T04:02:49.000Z","2562","eiatur2m","184.53423013333332","0","2","","","1","sinusoidal","0.25","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","4","0","0","0","0","0","0.8462998270988464","0.8377829194068909","0.8529043793678284","0.6842219233512878","","0.6648002862930298","0.6842219233512878","","","0.819184422492981","0.8134375214576721","0.8236330151557922","","","0.5908995270729065","0.5774946808815002","","0.6134470701217651","","","","","0.40760770798678875","0.40760770798678875","0.009315959345066686"
"vibrant-sweep-21","nfabjih4","finished","-","mohkoh","","2023-06-24T03:20:05.000Z","2563","eiatur2m","184.53423013333332","0","2","","","1","sinusoidal","0.25","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","2","0","0","0","0","0","0.8274334669113159","0.8092213273048401","0.8421664834022522","0.6500186920166016","","0.6138185858726501","0.6500186920166016","","","0.8069508671760559","0.7959374785423279","0.8194624781608582","","","0.5474690198898315","0.5269258618354797","","0.5821774005889893","","","","","0.42861438795861734","0.42861438795861734","0.009315959345066686"
"pretty-sweep-20","nfabjih4","finished","-","mohkoh","","2023-06-24T02:37:20.000Z","2565","eiatur2m","184.53423","0","2","","","0.5","sinusoidal","1","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","10","0","0","0","0","0","0.5583668947219849","0.900810956954956","0.5679545402526855","0.35715538263320923","","0.7855105400085449","0.35715538263320923","","","0.7028730511665344","0.8393750190734863","0.7446709871292114","","","0.302436888217926","0.625546395778656","","0.32027649879455566","","","","","0.6278049790093326","0.6278049790093326","0.009315959345066686"
"autumn-sweep-19","nfabjih4","finished","-","mohkoh","","2023-06-24T01:54:32.000Z","2564","eiatur2m","184.53423","0","2","","","0.5","sinusoidal","1","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","8","0","0","0","0","0","0.7637470960617065","0.6820398569107056","0.7820291519165039","0.5406717658042908","","0.4273487627506256","0.5406717658042908","","","0.7713623642921448","0.7469791769981384","0.7856348752975464","","","0.3231824040412903","0.2949201762676239","","0.4411693811416626","","","","","0.49097671382323094","0.49097671382323094","0.009315959345066686"
"woven-sweep-18","nfabjih4","finished","-","mohkoh","","2023-06-24T01:11:51.000Z","2564","eiatur2m","184.53423","0","2","","","0.5","sinusoidal","1","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","6","0","0","0","0","0","0.6222551465034485","0.9101060032844543","0.6912136673927307","0.4102028012275696","","0.8034278154373169","0.4102028012275696","","","0.7290083169937134","0.84375","0.7570899128913879","","","0.32657763361930847","0.6545370817184448","","0.37835419178009033","","","","","0.5840707380717238","0.5840707380717238","0.009315959345066686"
"kind-sweep-17","nfabjih4","finished","-","mohkoh","","2023-06-24T00:29:03.000Z","2564","eiatur2m","184.53423006666665","0","2","","","0.5","sinusoidal","1","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","4","0","0","0","0","0","0.7466350793838501","0.8882424831390381","0.7869436144828796","0.5299912095069885","","0.7678710222244263","0.5299912095069885","","","0.7741427421569824","0.8311458230018616","0.7852641344070435","","","0.37592828273773193","0.6056920886039734","","0.4523593485355377","","","","","0.4943689108183399","0.4943689108183399","0.009315959345066686"
