"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","Average data transfer/epoch (MB): ","Average dismissal rate: ","PC: ","autoencoder","batch_size","blending_factor","data_poisoning_method","data_poisoning_prob","detect_anomalies","detection_params.method","detection_params.pooling","detection_params.split","detection_scheduler","detection_similarity","detection_start","detection_tau","detection_tolerance","detection_window","label_flipping_prob","learning_rate","nr_clients","num_malicious","total_MegaFLOPS model","total_MegaFLOPS","total_MegaFLOPS_backprob","total_MegaFLOPS_encoder","total_MegaFLOPS_forward","AUC_test.max","AUC_train","AUC_val.max","AUPRC_test","AUPRC_test.max","AUPRC_train","AUPRC_val","AUPRC_val.max","Accuracy_det.min","Accuracy_test.max","Accuracy_train","Accuracy_val.max","F1_det","F1_det.min","F1_test.max","F1_train","F1_val","F1_val.max","FN_det","FN_det.min","FP_det","FP_det.min","Loss_test","Loss_val","dropout_threshold"
"atomic-sweep-16","nfabjih4","finished","-","mohkoh","","2023-06-23T23:46:26.000Z","2559","eiatur2m","184.53423006666665","0","2","","","0.5","sinusoidal","1","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","2","0","0","0","0","0","0.8156757950782776","0.7966406941413879","0.828403115272522","0.6299627423286438","","0.598118007183075","0.6299627423286438","","","0.8020389080047607","0.7916666865348816","0.8085263967514038","","","0.5272244215011597","0.5022399425506592","","0.5632135272026062","","","","","0.4405739775787868","0.4405739775787868","0.009315959345066686"
"gentle-sweep-15","nfabjih4","finished","-","mohkoh","","2023-06-23T23:03:44.000Z","2561","eiatur2m","184.53423","0","2","","","0.5","sinusoidal","0.75","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","10","0","0","0","0","0","0.771925151348114","0.8584834933280945","0.785127580165863","0.5520629286766052","","0.717119038105011","0.5520629286766052","","","0.7692307829856873","0.817187488079071","0.773957371711731","","","0.27362895011901855","0.5406961441040039","","0.3514774441719055","","","","","0.4895093684843354","0.4895093684843354","0.009315959345066686"
"tough-sweep-14","nfabjih4","finished","-","mohkoh","","2023-06-23T22:21:04.000Z","2561","eiatur2m","184.53423006666665","0","2","","","0.5","sinusoidal","0.75","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","8","0","0","0","0","0","0.7611430287361145","0.8595582842826843","0.8079344034194946","0.5430946350097656","","0.7222219109535217","0.5430946350097656","","","0.7721037864685059","0.8213541507720947","0.7939758896827698","","","0.36146456003189087","0.5764386057853699","","0.4623163938522339","","","","","0.4881545298776084","0.4881545298776084","0.009315959345066686"
"lemon-sweep-13","nfabjih4","finished","-","mohkoh","","2023-06-23T21:38:25.000Z","2561","eiatur2m","184.53423","0","2","","","0.5","sinusoidal","0.75","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","6","0","0","0","0","0","0.8056537508964539","0.85871422290802","0.8109933733940125","0.6151812672615051","","0.7217709422111511","0.6151812672615051","","","0.7916589379310608","0.8209375143051147","0.8016682267189026","","","0.4118262827396393","0.5622612833976746","","0.4967105686664582","","","","","0.46675642393045214","0.46675642393045214","0.009315959345066686"
"crimson-sweep-12","nfabjih4","finished","-","mohkoh","","2023-06-23T20:55:49.000Z","2557","eiatur2m","184.53423","0","2","","","0.5","sinusoidal","0.75","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","4","0","0","0","0","0","0.8265136480331421","0.8212054371833801","0.838905394077301","0.648949384689331","","0.639359712600708","0.648949384689331","","","0.805375337600708","0.8031250238418579","0.8141797780990601","","","0.5462402701377869","0.5394736528396606","","0.5773846507072449","","","","","0.4291151737825949","0.4291151737825949","0.009315959345066686"
"stellar-sweep-11","nfabjih4","finished","-","mohkoh","","2023-06-23T20:13:13.000Z","2555","eiatur2m","184.53423","0","2","","","0.5","sinusoidal","0.75","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","2","0","0","0","0","0","0.8339583873748779","0.8210922479629517","0.8432574272155762","0.6602001190185547","","0.6413249373435974","0.6602001190185547","","","0.8107507228851318","0.8053125143051147","0.8177942633628845","","","0.5629280805587769","0.5510449409484863","","0.5951699018478394","","","","","0.4211550174493881","0.4211550174493881","0.009315959345066686"
"mild-sweep-10","nfabjih4","finished","-","mohkoh","","2023-06-23T19:30:23.000Z","2565","eiatur2m","184.53423006666665","0","2","","","0.5","sinusoidal","0.5","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","10","0","0","0","0","0","0.8241230249404907","0.8433045148849487","0.8364909887313843","0.6412696838378906","","0.6934590339660645","0.6412696838378906","","","0.8068581819534302","0.8097916841506958","0.8097312450408936","","","0.5304191708564758","0.5414364337921143","","0.54347825050354","","","","","0.4436965992123684","0.4436965992123684","0.009315959345066686"
"solar-sweep-9","nfabjih4","finished","-","mohkoh","","2023-06-23T18:48:25.000Z","2520","eiatur2m","184.53423","0","2","","","0.5","sinusoidal","0.5","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","8","0","0","0","0","0","0.8232331871986389","0.8517590761184692","0.8308689594268799","0.6396774053573608","","0.7038947343826294","0.6396774053573608","","","0.8016682267189026","0.8128125071525574","0.8104726672172546","","","0.4948064088821411","0.5600979328155518","","0.5528099536895752","","","","","0.4410902073386225","0.4410902073386225","0.009315959345066686"
"pious-sweep-8","nfabjih4","finished","-","mohkoh","","2023-06-23T18:06:24.000Z","2523","eiatur2m","184.53423","0","2","","","0.5","sinusoidal","0.5","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","6","0","0","0","0","0","0.8319206833839417","0.8226602673530579","0.8426589965820312","0.6589915752410889","","0.6390652656555176","0.6589915752410889","","","0.8073216080665588","0.8035416603088379","0.815755307674408","","","0.560558021068573","0.5422330498695374","","0.5823529362678528","","","","","0.4231772668304013","0.4231772668304013","0.009315959345066686"
"exalted-sweep-7","nfabjih4","finished","-","mohkoh","","2023-06-23T17:24:20.000Z","2523","eiatur2m","184.53423006666665","0","2","","","0.5","sinusoidal","0.5","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","4","0","0","0","0","0","0.8302278518676758","0.820332407951355","0.8429564237594604","0.6532694697380066","","0.6298648715019226","0.6532694697380066","","","0.8072289228439331","0.801354169845581","0.8153846263885498","","","0.5608108639717102","0.5327125787734985","","0.5806180834770203","","","","","0.4245442027504144","0.4245442027504144","0.009315959345066686"
"happy-sweep-6","nfabjih4","finished","-","mohkoh","","2023-06-23T16:42:23.000Z","2519","eiatur2m","184.53423","0","2","","","0.5","sinusoidal","0.5","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","2","0","0","0","0","0","0.8314885497093201","0.8184577226638794","0.8353342413902283","0.6503572463989258","","0.6217480897903442","0.6503572463989258","","","0.806487500667572","0.7988541722297668","0.8140870928764343","","","0.544303834438324","0.5325586795806885","","0.580159068107605","","","","","0.427018909886333","0.427018909886333","0.009315959345066686"
"youthful-sweep-5","nfabjih4","finished","-","mohkoh","","2023-06-23T16:00:33.000Z","2512","eiatur2m","184.53423","0","2","","","0.5","sinusoidal","0.25","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","10","0","0","0","0","0","0.8258095979690552","0.8235906362533569","0.8319720029830933","0.6438215374946594","","0.6511844396591187","0.6438215374946594","","","0.803058385848999","0.80447918176651","0.8088971376419067","","","0.5180312991142273","0.5334327816963196","","0.5641667246818542","","","","","0.4334965760481354","0.4334965760481354","0.009315959345066686"
"major-sweep-4","nfabjih4","finished","-","mohkoh","","2023-06-23T15:18:39.000Z","2513","eiatur2m","184.53423026666667","0","2","","","0.5","sinusoidal","0.25","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","8","0","0","0","0","0","0.8345743417739868","0.8344366550445557","0.8451511263847351","0.6653963923454285","","0.6597625017166138","0.6653963923454285","","","0.809916615486145","0.808020830154419","0.8215940594673157","","","0.5605313181877136","0.549938976764679","","0.5919739007949829","","","","","0.4192753710748338","0.4192753710748338","0.009315959345066686"
"devout-sweep-3","nfabjih4","finished","-","mohkoh","","2023-06-23T14:36:47.000Z","2511","eiatur2m","184.53423","0","2","","","0.5","sinusoidal","0.25","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","6","0","0","0","0","0","0.8447561860084534","0.8439526557922363","0.8481003642082214","0.6777110695838928","","0.6849101781845093","0.6777110695838928","","","0.8181649446487427","0.8142708539962769","0.8198331594467163","","","0.5897114276885986","0.5741581320762634","","0.5997148156166077","","","","","0.4101360415013025","0.4101360415013025","0.009315959345066686"
"exalted-sweep-2","nfabjih4","finished","-","mohkoh","","2023-06-23T13:54:52.000Z","2516","eiatur2m","184.53423","0","2","","","0.5","sinusoidal","0.25","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","4","0","0","0","0","0","0.8373833894729614","0.8264878392219543","0.8434592485427856","0.6631677150726318","","0.6466798782348633","0.6631677150726318","","","0.812233567237854","0.807604193687439","0.8151992559432983","","","0.5603299140930176","0.5578166246414185","","0.5786136984825134","","","","","0.4189857186055128","0.4189857186055128","0.009315959345066686"
"trim-sweep-1","nfabjih4","finished","-","mohkoh","","2023-06-23T13:13:04.000Z","2509","eiatur2m","184.53423006666665","0","2","","","0.5","sinusoidal","0.25","false","similarity","average","knn_10_euclidean","false","cosine","3","0.8","3","2","0","0.001","10","2","0","0","0","0","0","0.8313653469085693","0.8306464552879333","0.8444892168045044","0.6529199481010437","","0.6478896141052246","0.6529199481010437","","","0.8055607080459595","0.8059375286102295","0.8154773116111755","","","0.5484287142753601","0.5554760098457336","","0.5934959053993225","","","","","0.4248133929168462","0.4248133929168462","0.009315959345066686"
