"Name", "Agent", "State","Notes","User","Tags","Created","Runtime","Sweep","Average data transfer/epoch (MB): ","Average dismissal rate: ","PC: ","learning_rate","total_MegaFLOPS model","total_MegaFLOPS","total_MegaFLOPS_backprob","total_MegaFLOPS_encoder","total_MegaFLOPS_forward","autoencoder","batch_size","blending_factor","data_poisoning_method","data_poisoning_prob","detect_anomalies","detection_params.method","detection_params.pooling","detection_params.split","detection_scheduler","detection_similarity","detection_start","detection_tau","detection_tolerance","detection_window","label_flipping_prob","nr_clients","num_malicious","AUC_train","AUC_val.max","Accuracy_train","Accuracy_val.max","F1_val","Loss_val","dropout_threshold","AUC_test.max","AUPRC_test","AUPRC_test.max","AUPRC_train","AUPRC_val","AUPRC_val.max","Accuracy_det.min","Accuracy_test.max","F1_det","F1_det.max","F1_det.min","F1_test.max","F1_train","F1_val.max","FN_det","FN_det.min","FP_det","FP_det.min","Loss_test"
"stellar-resonance-694", "None", "finished","-","mohkoh","","2023-07-06T08:54:17.000Z","677","","178.38920806666667","0","2","0.001","0","0","0","0","0","1","64","0","flat","0","true","similarity","average","knn_10_euclidean","false","cosine","0","0.7","3","5","0.75","10","4","0.8430666923522949","0.8380342125892639","0.815416693687439","0.8130676746368408","","0.424678701906949","0.009315959345066686","0.8313087224960327","","0.6575371026992798","0.6775864958763123","","0.6713667511940002","","0.8079703450202942","","0.7272727272727273","","0.5520968437194824","0.5790973901748657","0.5746549367904663","","0","","0","0.424678701906949"
