"step","lineKey","lineVal"
"9","client_5","0.9239281236124084"
"10","client_5","0.9703863114938771"
"11","client_5","0.9728992439603003"
"12","client_5","0.9426574815115575"
"13","client_5","0.9608948775077198"
"14","client_5","0.9700219174541936"
"15","client_5","0.9901572868506937"
"16","client_5","0.9970065940461463"
"17","client_5","0.9666183601615176"
"18","client_5","0.9632904605580592"
"19","client_5","0.9646338476117338"
"20","client_5","0.96894118989785"
"21","client_5","0.98269953804947"
"22","client_5","0.9964895162813092"
"23","client_5","0.9730245889177336"
"24","client_5","0.9864392044606534"
"25","client_5","0.9744940802906475"
"26","client_5","0.9858149179726617"
"27","client_5","0.9667519243922241"
"28","client_5","0.9876522617669916"
"29","client_5","0.9875478558692946"
"0","client_6","0.8610484536669698"
"1","client_6","0.8657768670920871"
"2","client_6","0.8308736759988763"
"3","client_6","0.9097563561203333"
"4","client_6","0.980015491802019"
"5","client_6","0.97403554096091"
"6","client_6","0.9795143839511604"
"7","client_6","0.9822835464801242"
"8","client_6","1"
"9","client_6","1"
"10","client_6","0.9999999999999999"
"11","client_6","1"
"12","client_6","1"
"13","client_6","0.9919333576037851"
"14","client_6","1"
"15","client_6","0.9907889328561178"
"16","client_6","1"
"17","client_6","0.9817687913599397"
"18","client_6","0.969364830994893"
"19","client_6","0.9931525523025782"
"20","client_6","0.9912358036046863"
"21","client_6","0.9839269314403206"
"22","client_6","1"
"23","client_6","0.9772475618962938"
"24","client_6","0.9925913536723461"
"25","client_6","0.9956706699555524"
"26","client_6","0.9985312831403431"
"27","client_6","0.9925388030275357"
"28","client_6","0.9896374114688579"
"29","client_6","0.9987105800045871"
"0","client_7","0.7892003170974464"
"1","client_7","0.8370962828720465"
"2","client_7","0.8544316443271956"
"3","client_7","0.8306262658472418"
"4","client_7","0.848836366211162"
"5","client_7","0.9278464140503075"
"6","client_7","0.8862039313006965"
"7","client_7","0.9635634770522268"
"8","client_7","0.9860028269853893"
"9","client_7","0.9834392538460645"
"10","client_7","0.9971500579605144"
"11","client_7","0.9955982314185108"
"12","client_7","0.9951836511837866"
"13","client_7","1"
"14","client_7","0.9995243399805471"
"15","client_7","1"
"16","client_7","0.9979479865526784"
"17","client_7","1"
"18","client_7","1"
"19","client_7","1"
"20","client_7","1"
"21","client_7","1"
"22","client_7","1"
"23","client_7","1"
"24","client_7","0.9999999999999999"
"25","client_7","1"
"26","client_7","1"
"27","client_7","1"
"28","client_7","1"
"29","client_7","1"
"0","client_8","1"
"1","client_8","1"
"2","client_8","0.916079157182674"
"3","client_8","0.9227142782256883"
"4","client_8","0.8512543602855731"
"5","client_8","0.8534415299369763"
"6","client_8","0.7989121274848773"
"7","client_8","0.7645014655176648"
"8","client_8","0.6971394598139693"
"9","client_8","0.7211822730637253"
"10","client_8","0.6045259751550626"
"11","client_8","0.624353407219267"
"12","client_8","0.6303876825738142"
"13","client_8","0.6348138328656032"
"14","client_8","0.6395213301211199"
"15","client_8","0.7804661251154199"
"16","client_8","0.6298709045726937"
"17","client_8","0.761923966939762"
"18","client_8","0.8423320875310712"
"19","client_8","0.8574766785030515"
"20","client_8","0.8611234395245391"
"21","client_8","0.8712501408761895"
"22","client_8","0.8171681111166995"
"23","client_8","0.8878241027145167"
"24","client_8","0.8304428192402565"
"25","client_8","0.8214086406146162"
"26","client_8","0.8532969804329891"
"27","client_8","0.8974131563045785"
"28","client_8","0.8455401499834252"
"29","client_8","0.8153492231070871"
"0","client_9","0.8661383456948999"
"1","client_9","0.9928730420621379"
"2","client_9","1"
"3","client_9","1"
"4","client_9","1"
"5","client_9","1"
"6","client_9","1"
"7","client_9","0.9316823907289908"
"8","client_9","0.8161320127002777"
"9","client_9","0.7888083105519108"
"10","client_9","0.7617495071657329"
"11","client_9","0.7338372771088847"
"12","client_9","0.7988573122924166"
"13","client_9","0.6438428616466005"
"14","client_9","0.7389380078890597"
"15","client_9","0.7636482300391212"
"16","client_9","0.5277743687006378"
"17","client_9","0.7109633469316177"
"18","client_9","0.7643693589961099"
"19","client_9","0.7642173045874989"
"20","client_9","0.782974364769611"
"21","client_9","0.7502579350742795"
"22","client_9","0.6777668293832194"
"23","client_9","0.77794382657587"
"24","client_9","0.7289030436946238"
"25","client_9","0.6844732598263695"
"26","client_9","0.7128394751165635"
"27","client_9","0.7821783373859991"
"28","client_9","0.6099980749583626"
"29","client_9","0.6253718755147952"
